0.0 1.0 0.0
0.01 0.99 0.09949874371066202
0.02 0.98 0.14
0.03 0.97 0.17058722109231983
0.04 0.96 0.19595917942265428
0.05 0.95 0.21794494717703372
0.06 0.94 0.23748684174075838
0.07 0.9299999999999999 0.25514701644346155
0.08 0.92 0.2712931993250107
0.09 0.91 0.2861817604250837
0.1 0.9 0.3
0.11 0.89 0.3128897569432403
0.12 0.88 0.32496153618543844
0.13 0.87 0.33630343441600474
0.14 0.86 0.34698703145794946
0.15 0.85 0.3570714214271425
0.16 0.84 0.3666060555964672
0.17 0.83 0.375632799419859
0.18 0.8200000000000001 0.3841874542459709
0.19 0.81 0.3923009049186606
0.2 0.8 0.4
0.21 0.79 0.40730823708832603
0.22 0.78 0.4142463035441596
0.23 0.77 0.4208325082500163
0.24 0.76 0.4270831300812524
0.25 0.75 0.4330127018922193
0.26 0.74 0.4386342439892262
0.27 0.73 0.4439594576084623
0.28 0.72 0.448998886412873
0.29 0.71 0.4537620521815371
0.3 0.7 0.45825756949558405
0.31 0.69 0.4624932431938871
0.32 0.6799999999999999 0.46647615158762407
0.33 0.6699999999999999 0.4702127178203499
0.34 0.6599999999999999 0.4737087712930805
0.35 0.65 0.47696960070847283
0.36 0.64 0.48
0.37 0.63 0.48280430818293246
0.38 0.62 0.4853864439804639
0.39 0.61 0.4877499359302879
0.4 0.6 0.4898979485566356
0.41 0.5900000000000001 0.4918333050943175
0.42 0.5800000000000001 0.4935585071701226
0.43 0.5700000000000001 0.49507575177946256
0.44 0.56 0.4963869458396343
0.45 0.55 0.49749371855331
0.46 0.54 0.4983974317750845
0.47 0.53 0.4990991885387112
0.48 0.52 0.49959983987187184
0.49 0.51 0.4998999899979995
0.5 0.5 0.5
0.51 0.49 0.4998999899979995
0.52 0.48 0.49959983987187184
0.53 0.47 0.4990991885387112
0.54 0.45999999999999996 0.4983974317750845
0.55 0.44999999999999996 0.49749371855331
0.56 0.43999999999999995 0.4963869458396342
0.57 0.43000000000000005 0.49507575177946256
0.58 0.42000000000000004 0.4935585071701227
0.59 0.41000000000000003 0.4918333050943175
0.6 0.4 0.4898979485566356
0.61 0.39 0.4877499359302879
0.62 0.38 0.4853864439804639
0.63 0.37 0.48280430818293246
0.64 0.36 0.48
0.65 0.35 0.47696960070847283
0.66 0.33999999999999997 0.4737087712930804
0.67 0.32999999999999996 0.4702127178203499
0.68 0.31999999999999995 0.466476151587624
0.69 0.31000000000000005 0.4624932431938871
0.7 0.30000000000000004 0.45825756949558405
0.71 0.29000000000000004 0.4537620521815371
0.72 0.28 0.44899888641287294
0.73 0.27 0.4439594576084623
0.74 0.26 0.4386342439892262
0.75 0.25 0.4330127018922193
0.76 0.24 0.4270831300812525
0.77 0.22999999999999998 0.4208325082500162
0.78 0.21999999999999997 0.41424630354415953
0.79 0.20999999999999996 0.40730823708832603
0.8 0.19999999999999996 0.39999999999999997
0.81 0.18999999999999995 0.39230090491866054
0.82 0.18000000000000005 0.38418745424597095
0.83 0.17000000000000004 0.375632799419859
0.84 0.16000000000000003 0.36660605559646725
0.85 0.15000000000000002 0.3570714214271425
0.86 0.14 0.34698703145794946
0.87 0.13 0.33630343441600474
0.88 0.12 0.32496153618543844
0.89 0.10999999999999999 0.3128897569432403
0.9 0.09999999999999998 0.3
0.91 0.08999999999999997 0.28618176042508364
0.92 0.07999999999999996 0.27129319932501067
0.93 0.06999999999999995 0.2551470164434614
0.94 0.06000000000000005 0.23748684174075843
0.95 0.050000000000000044 0.21794494717703378
0.96 0.040000000000000036 0.19595917942265434
0.97 0.030000000000000027 0.17058722109231989
0.98 0.020000000000000018 0.14000000000000007
0.99 0.010000000000000009 0.09949874371066204
1.0 0.0 0.0
