0.4959412590656578 0.5040587409343424  -0.4999835263506469 #    0    1 virt occu
0.5040587409343424 0.4959412590656578  -0.4999835263506469 #    1    0 occu virt
0.4996366360870609 0.5003633639129391  -0.4999998679666494 #    0    1 virt occu
0.5003633639129391 0.4996366360870609  -0.4999998679666494 #    1    0 occu virt
0.4912779109103974 0.5087220890896023   0.4999239193736512 #    0    1 virt occu
0.5087220890896023 0.4912779109103974   0.4999239193736512 #    1    0 occu virt
0.1773751403032477 0.8226248596967523   0.3819858634892800 #    0    1 virt occu
0.8226248596967523 0.1773751403032477   0.3819858634892800 #    1    0 occu virt
0.3921239331661314 0.6078760668338685  -0.4882240819587402 #    0    1 virt occu
0.6078760668338685 0.3921239331661314  -0.4882240819587402 #    1    0 occu virt
0.3435734635846085 0.6564265364153916   0.4749007672188836 #    0    1 virt occu
0.6564265364153916 0.3435734635846085   0.4749007672188836 #    1    0 occu virt
0.0096348303751448 0.9903651696248552  -0.0976831634356043 #    0    1 virt occu
0.9903651696248552 0.0096348303751448  -0.0976831634356043 #    1    0 occu virt
0.4999819230433190 0.5000180769566808   0.4999999996731950 #    0    1 virt occu
0.5000180769566808 0.4999819230433190   0.4999999996731950 #    1    0 occu virt
0.4707871076392907 0.5292128923607093  -0.4991458773944964 #    0    1 virt occu
0.5292128923607093 0.4707871076392907  -0.4991458773944964 #    1    0 occu virt
0.4969375021217451 0.5030624978782549  -0.4999906210187804 #    0    1 virt occu
0.5030624978782549 0.4969375021217451  -0.4999906210187804 #    1    0 occu virt
0.4731329847042900 0.5268670152957100   0.4992776416875686 #    0    1 virt occu
0.5268670152957100 0.4731329847042900   0.4992776416875686 #    1    0 occu virt
0.3778766222351548 0.6221233777648453  -0.4848565567292093 #    0    1 virt occu
0.6221233777648453 0.3778766222351548  -0.4848565567292093 #    1    0 occu virt
0.3787864050254850 0.6212135949745149  -0.4850848012392825 #    0    1 virt occu
0.6212135949745149 0.3787864050254850  -0.4850848012392825 #    1    0 occu virt
0.4696826786746317 0.5303173213253685  -0.4990800136527754 #    0    1 virt occu
0.5303173213253685 0.4696826786746317  -0.4990800136527754 #    1    0 occu virt
0.0813545371652179 0.9186454628347819  -0.2733788149214402 #    0    1 virt occu
0.9186454628347819 0.0813545371652179  -0.2733788149214402 #    1    0 occu virt
0.3814936476262697 0.6185063523737303   0.4857532752818794 #    0    1 virt occu
0.6185063523737303 0.3814936476262697   0.4857532752818794 #    1    0 occu virt
0.4439719823272010 0.5560280176727989  -0.4968509446862877 #    0    1 virt occu
0.5560280176727989 0.4439719823272010  -0.4968509446862877 #    1    0 occu virt
0.4982915237128476 0.5017084762871528  -0.4999970811002564 #    0    1 virt occu
0.5017084762871528 0.4982915237128476  -0.4999970811002564 #    1    0 occu virt
0.4314612475947656 0.5685387524052345   0.4952801625532099 #    0    1 virt occu
0.5685387524052345 0.4314612475947656   0.4952801625532099 #    1    0 occu virt
0.4859610222273774 0.5140389777726229  -0.4998028682421700 #    0    1 virt occu
0.5140389777726229 0.4859610222273774  -0.4998028682421700 #    1    0 occu virt
0.4950630318631282 0.5049369681368718   0.4999756257515116 #    0    1 virt occu
0.5049369681368718 0.4950630318631282   0.4999756257515116 #    1    0 occu virt
0.4848137276403708 0.5151862723596289  -0.4997693239203653 #    0    1 virt occu
0.5151862723596289 0.4848137276403708  -0.4997693239203653 #    1    0 occu virt
0.4812255554644040 0.5187744445355962  -0.4996473959027305 #    0    1 virt occu
0.5187744445355962 0.4812255554644040  -0.4996473959027305 #    1    0 occu virt
0.4971299198237971 0.5028700801762028  -0.4999917625719269 #    0    1 virt occu
0.5028700801762028 0.4971299198237971  -0.4999917625719269 #    1    0 occu virt
0.4216965597125657 0.5783034402874342   0.4938305086152051 #    0    1 virt occu
0.5783034402874342 0.4216965597125657   0.4938305086152051 #    1    0 occu virt
0.2763978526298491 0.7236021473701508   0.4472159206596488 #    0    1 virt occu
0.7236021473701508 0.2763978526298491   0.4472159206596488 #    1    0 occu virt
0.4760034146244912 0.5239965853755087  -0.4994238319206602 #    0    1 virt occu
0.5239965853755087 0.4760034146244912  -0.4994238319206602 #    1    0 occu virt
0.4657605744008839 0.5342394255991161  -0.4988262841256890 #    0    1 virt occu
0.5342394255991161 0.4657605744008839  -0.4988262841256890 #    1    0 occu virt
0.4802217861322433 0.5197782138677566  -0.4996086691163407 #    0    1 virt occu
0.5197782138677566 0.4802217861322433  -0.4996086691163407 #    1    0 occu virt
0.1963005681440742 0.8036994318559258   0.3971985084191377 #    0    1 virt occu
0.8036994318559258 0.1963005681440742   0.3971985084191377 #    1    0 occu virt
0.3037691979583336 0.6962308020416664  -0.4598841944773535 #    0    1 virt occu
0.6962308020416664 0.3037691979583336  -0.4598841944773535 #    1    0 occu virt
0.0058756442342391 0.9941243557657611  -0.0764272270795675 #    0    1 virt occu
0.9941243557657611 0.0058756442342391  -0.0764272270795675 #    1    0 occu virt
0.1467043307708253 0.8532956692291747  -0.3538109242291843 #    0    1 virt occu
0.8532956692291747 0.1467043307708253  -0.3538109242291843 #    1    0 occu virt
0.3294957201759802 0.6705042798240198  -0.4700300953786815 #    0    1 virt occu
0.6705042798240198 0.3294957201759802  -0.4700300953786815 #    1    0 occu virt
0.4452425716102097 0.5547574283897904   0.4969925794578195 #    0    1 virt occu
0.5547574283897904 0.4452425716102097   0.4969925794578195 #    1    0 occu virt
0.2634136311816995 0.7365863688183004   0.4404848352547123 #    0    1 virt occu
0.7365863688183004 0.2634136311816995   0.4404848352547123 #    1    0 occu virt
0.3796696328203357 0.6203303671796642  -0.4853046494053061 #    0    1 virt occu
0.6203303671796642 0.3796696328203357  -0.4853046494053061 #    1    0 occu virt
0.4778696751029977 0.5221303248970023  -0.4995100086284089 #    0    1 virt occu
0.5221303248970023 0.4778696751029977  -0.4995100086284089 #    1    0 occu virt
0.2074131819060340 0.7925868180939658  -0.4054540095715523 #    0    1 virt occu
0.7925868180939658 0.2074131819060340  -0.4054540095715523 #    1    0 occu virt
0.1430610904889883 0.8569389095110118  -0.3501351380211500 #    0    1 virt occu
0.8569389095110118 0.1430610904889883  -0.3501351380211500 #    1    0 occu virt
0.4293871523193220 0.5706128476806780   0.4949887127424476 #    0    1 virt occu
0.5706128476806780 0.4293871523193220   0.4949887127424476 #    1    0 occu virt
0.4918997965001911 0.5081002034998088   0.4999343823975919 #    0    1 virt occu
0.5081002034998088 0.4918997965001911   0.4999343823975919 #    1    0 occu virt
0.4599688880374121 0.5400311119625879  -0.4983949338376533 #    0    1 virt occu
0.5400311119625879 0.4599688880374121  -0.4983949338376533 #    1    0 occu virt
0.4882292199242652 0.5117707800757350   0.4998614295346349 #    0    1 virt occu
0.5117707800757350 0.4882292199242652   0.4998614295346349 #    1    0 occu virt
0.0806794628230764 0.9193205371769234  -0.2723422242357146 #    0    1 virt occu
0.9193205371769234 0.0806794628230764  -0.2723422242357146 #    1    0 occu virt
0.4551863899738199 0.5448136100261802  -0.4979876909687844 #    0    1 virt occu
0.5448136100261802 0.4551863899738199  -0.4979876909687844 #    1    0 occu virt
0.0926496231380031 0.9073503768619966  -0.2899408051144045 #    0    1 virt occu
0.9073503768619966 0.0926496231380031  -0.2899408051144045 #    1    0 occu virt
0.4588652467144356 0.5411347532855643  -0.4983050592479829 #    0    1 virt occu
0.5411347532855643 0.4588652467144356  -0.4983050592479829 #    1    0 occu virt
0.1949141284913823 0.8050858715086175   0.3961345869850640 #    0    1 virt occu
0.8050858715086175 0.1949141284913823   0.3961345869850640 #    1    0 occu virt
0.0091692731478843 0.9908307268521156  -0.0953163027914102 #    0    1 virt occu
0.9908307268521156 0.0091692731478843  -0.0953163027914102 #    1    0 occu virt
0.4107952181379658 0.5892047818620343   0.4919781569266535 #    0    1 virt occu
0.5892047818620343 0.4107952181379658   0.4919781569266535 #    1    0 occu virt
0.4725005481346830 0.5274994518653168   0.4992432074120859 #    0    1 virt occu
0.5274994518653168 0.4725005481346830   0.4992432074120859 #    1    0 occu virt
0.4887158152136715 0.5112841847863285   0.4998726509559290 #    0    1 virt occu
0.5112841847863285 0.4887158152136715   0.4998726509559290 #    1    0 occu virt
0.4749675195301750 0.5250324804698252  -0.4993729817696668 #    0    1 virt occu
0.5250324804698252 0.4749675195301750  -0.4993729817696668 #    1    0 occu virt
0.4954572898258287 0.5045427101741713  -0.4999793633584024 #    0    1 virt occu
0.5045427101741713 0.4954572898258287  -0.4999793633584024 #    1    0 occu virt
0.4879078094908114 0.5120921905091886  -0.4998537575418329 #    0    1 virt occu
0.5120921905091886 0.4879078094908114  -0.4998537575418329 #    1    0 occu virt
0.0492447596732555 0.9507552403267445  -0.2163786341531409 #    0    1 virt occu
0.9507552403267445 0.0492447596732555  -0.2163786341531409 #    1    0 occu virt
0.4845069629976460 0.5154930370023539  -0.4997599081603522 #    0    1 virt occu
0.5154930370023539 0.4845069629976460  -0.4997599081603522 #    1    0 occu virt
0.2688785202728573 0.7311214797271428   0.4433766588452036 #    0    1 virt occu
0.7311214797271428 0.2688785202728573   0.4433766588452036 #    1    0 occu virt
0.4991815058978886 0.5008184941021115  -0.4999993300669561 #    0    1 virt occu
0.5008184941021115 0.4991815058978886  -0.4999993300669561 #    1    0 occu virt
0.4986606318446263 0.5013393681553737  -0.4999982060897263 #    0    1 virt occu
0.5013393681553737 0.4986606318446263  -0.4999982060897263 #    1    0 occu virt
0.4951437235877864 0.5048562764122136  -0.4999764160232043 #    0    1 virt occu
0.5048562764122136 0.4951437235877864  -0.4999764160232043 #    1    0 occu virt
0.4741072520412643 0.5258927479587356   0.4993291155171560 #    0    1 virt occu
0.5258927479587356 0.4741072520412643   0.4993291155171560 #    1    0 occu virt
0.4998726834584375 0.5001273165415625  -0.4999999837904978 #    0    1 virt occu
0.5001273165415625 0.4998726834584375  -0.4999999837904978 #    1    0 occu virt
0.4063675889231367 0.5936324110768632  -0.4911547328448879 #    0    1 virt occu
0.5936324110768632 0.4063675889231367  -0.4911547328448879 #    1    0 occu virt
0.4327396379725322 0.5672603620274675  -0.4954553902218986 #    0    1 virt occu
0.5672603620274675 0.4327396379725322  -0.4954553902218986 #    1    0 occu virt
0.4278880455217222 0.5721119544782776   0.4947725396799247 #    0    1 virt occu
0.5721119544782776 0.4278880455217222   0.4947725396799247 #    1    0 occu virt
0.4872009536667679 0.5127990463332324  -0.4998361575686175 #    0    1 virt occu
0.5127990463332324 0.4872009536667679  -0.4998361575686175 #    1    0 occu virt
0.4936321600571006 0.5063678399428994   0.4999594489700755 #    0    1 virt occu
0.5063678399428994 0.4936321600571006   0.4999594489700755 #    1    0 occu virt
0.4172762725297947 0.5827237274702051   0.4931093032111999 #    0    1 virt occu
0.5827237274702051 0.4172762725297947   0.4931093032111999 #    1    0 occu virt
0.4473956674185577 0.5526043325814423  -0.4972250840350484 #    0    1 virt occu
0.5526043325814423 0.4473956674185577  -0.4972250840350484 #    1    0 occu virt
0.1910727217192759 0.8089272782807240   0.3931462027465916 #    0    1 virt occu
0.8089272782807240 0.1910727217192759   0.3931462027465916 #    1    0 occu virt
0.4112349084795858 0.5887650915204143   0.4920576780494056 #    0    1 virt occu
0.5887650915204143 0.4112349084795858   0.4920576780494056 #    1    0 occu virt
0.0622586653818040 0.9377413346181960  -0.2416247585962178 #    0    1 virt occu
0.9377413346181960 0.0622586653818040  -0.2416247585962178 #    1    0 occu virt
0.4652609226873973 0.5347390773126028  -0.4987917366070423 #    0    1 virt occu
0.5347390773126028 0.4652609226873973  -0.4987917366070423 #    1    0 occu virt
0.4810521090234807 0.5189478909765191  -0.4996408484376971 #    0    1 virt occu
0.5189478909765191 0.4810521090234807  -0.4996408484376971 #    1    0 occu virt
0.2806245099751228 0.7193754900248773   0.4493043449337487 #    0    1 virt occu
0.7193754900248773 0.2806245099751228   0.4493043449337487 #    1    0 occu virt
0.0800616664636569 0.9199383335363431  -0.2713886438794355 #    0    1 virt occu
0.9199383335363431 0.0800616664636569  -0.2713886438794355 #    1    0 occu virt
0.4740497658514815 0.5259502341485185   0.4993261312485429 #    0    1 virt occu
0.5259502341485185 0.4740497658514815   0.4993261312485429 #    1    0 occu virt
0.0931963194682314 0.9068036805317683   0.2907073537181450 #    0    1 virt occu
0.9068036805317683 0.0931963194682314   0.2907073537181450 #    1    0 occu virt
0.4667814020332821 0.5332185979667179   0.4988953043967497 #    0    1 virt occu
0.5332185979667179 0.4667814020332821   0.4988953043967497 #    1    0 occu virt
0.2350446240131477 0.7649553759868523  -0.4240267075735510 #    0    1 virt occu
0.7649553759868523 0.2350446240131477  -0.4240267075735510 #    1    0 occu virt
0.4971695955349589 0.5028304044650413  -0.4999919887463842 #    0    1 virt occu
0.5028304044650413 0.4971695955349589  -0.4999919887463842 #    1    0 occu virt
0.1063514884376789 0.8936485115623211   0.3082869594140647 #    0    1 virt occu
0.8936485115623211 0.1063514884376789   0.3082869594140647 #    1    0 occu virt
0.4970989268001091 0.5029010731998907  -0.4999915837034548 #    0    1 virt occu
0.5029010731998907 0.4970989268001091  -0.4999915837034548 #    1    0 occu virt
0.3834115941667725 0.6165884058332273  -0.4862171774271931 #    0    1 virt occu
0.6165884058332273 0.3834115941667725  -0.4862171774271931 #    1    0 occu virt
0.4948909901439958 0.5051090098560042  -0.4999738973369422 #    0    1 virt occu
0.5051090098560042 0.4948909901439958  -0.4999738973369422 #    1    0 occu virt
0.0385405218368062 0.9614594781631939  -0.1924971428706226 #    0    1 virt occu
0.9614594781631939 0.0385405218368062  -0.1924971428706226 #    1    0 occu virt
0.4994808550475489 0.5005191449524511  -0.4999997304884457 #    0    1 virt occu
0.5005191449524511 0.4994808550475489  -0.4999997304884457 #    1    0 occu virt
0.4775275673215840 0.5224724326784159  -0.4994947344762646 #    0    1 virt occu
0.5224724326784159 0.4775275673215840  -0.4994947344762646 #    1    0 occu virt
0.2955064389749585 0.7044935610250415   0.4562700773656954 #    0    1 virt occu
0.7044935610250415 0.2955064389749585   0.4562700773656954 #    1    0 occu virt
0.4989874443764047 0.5010125556235950  -0.4999989747300578 #    0    1 virt occu
0.5010125556235950 0.4989874443764047  -0.4999989747300578 #    1    0 occu virt
0.3585303136160634 0.6414696863839366  -0.4795688979014701 #    0    1 virt occu
0.6414696863839366 0.3585303136160634  -0.4795688979014701 #    1    0 occu virt
0.4993199581434350 0.5006800418565651  -0.4999995375428595 #    0    1 virt occu
0.5006800418565651 0.4993199581434350  -0.4999995375428595 #    1    0 occu virt
0.0106205620029033 0.9893794379970967  -0.1025073932243222 #    0    1 virt occu
0.9893794379970967 0.0106205620029033  -0.1025073932243222 #    1    0 occu virt
0.1498545391434548 0.8501454608565449  -0.3569287831508653 #    0    1 virt occu
0.8501454608565449 0.1498545391434548  -0.3569287831508653 #    1    0 occu virt
0.4886607185761095 0.5113392814238905  -0.4998714041598998 #    0    1 virt occu
0.5113392814238905 0.4886607185761095  -0.4998714041598998 #    1    0 occu virt
0.3358333981182066 0.6641666018817936  -0.4722809829186274 #    0    1 virt occu
0.6641666018817936 0.3358333981182066  -0.4722809829186274 #    1    0 occu virt
0.4387301976639770 0.5612698023360232   0.4962318120815157 #    0    1 virt occu
0.5612698023360232 0.4387301976639770   0.4962318120815157 #    1    0 occu virt
0.3662001804383989 0.6337998195616009  -0.4817650965826426 #    0    1 virt occu
0.6337998195616009 0.3662001804383989  -0.4817650965826426 #    1    0 occu virt
